Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
ATO,ATMOS ENERGY CORP,Utilities,Equity,"150,141,474.80",0.05,"150,141,474.80","1,271,308.00",118.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
SJM,JM SMUCKER,Consumer Staples,Equity,"149,049,431.73",0.05,"149,049,431.73","947,007.00",157.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"148,867,840.80",0.05,"148,867,840.80","1,949,808.00",76.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
FLT,FLEETCOR TECHNOLOGIES INC,Financials,Equity,"148,792,260.94",0.05,"148,792,260.94","654,982.00",227.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
SEDG,SOLAREDGE TECHNOLOGIES INC,Information Technology,Equity,"146,946,124.34",0.05,"146,946,124.34","496,339.00",296.06,United States,NASDAQ,USD,1,USD,-
RJF,RAYMOND JAMES INC,Financials,Equity,"146,348,652.56",0.05,"146,348,652.56","1,720,939.00",85.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"145,097,360.10",0.05,"145,097,360.10","1,395,838.00",103.95,United States,NASDAQ,USD,1,USD,-
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"144,456,762.00",0.05,"144,456,762.00","1,277,700.00",113.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"143,748,276.84",0.05,"143,748,276.84","3,269,979.00",43.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"143,712,453.24",0.05,"143,712,453.24","369,802.00",388.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
STLD,STEEL DYNAMICS INC,Materials,Equity,"143,639,280.30",0.05,"143,639,280.30","1,480,970.00",96.99,United States,NASDAQ,USD,1,USD,-
FITB,FIFTH THIRD BANCORP,Financials,Equity,"143,567,507.72",0.05,"143,567,507.72","6,067,942.00",23.66,United States,NASDAQ,USD,1,USD,-
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"142,568,210.84",0.05,"142,568,210.84","2,581,822.00",55.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAT,WATERS CORP,Health Care,Equity,"141,875,757.66",0.05,"141,875,757.66","527,478.00",268.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"141,028,318.68",0.05,"141,028,318.68","1,361,803.00",103.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRGP,TARGA RESOURCES CORP,Energy,Equity,"140,091,465.21",0.05,"140,091,465.21","2,010,209.00",69.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
IEX,IDEX CORP,Industrials,Equity,"139,280,543.05",0.05,"139,280,543.05","669,779.00",207.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"138,861,473.20",0.05,"138,861,473.20","2,020,685.00",68.72,United States,NASDAQ,USD,1,USD,-
BRO,BROWN & BROWN INC,Financials,Equity,"137,082,255.94",0.04,"137,082,255.94","2,087,759.00",65.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"136,807,943.91",0.04,"136,807,943.91","1,411,701.00",96.91,United States,NASDAQ,USD,1,USD,-
AMCR,AMCOR PLC,Materials,Equity,"136,692,730.44",0.04,"136,692,730.44","13,194,279.00",10.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"136,500,695.24",0.04,"136,500,695.24","2,003,827.00",68.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"135,969,317.38",0.04,"135,969,317.38","339,694.00",400.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
RE,EVEREST RE GROUP LTD,Financials,Equity,"134,670,928.70",0.04,"134,670,928.70","347,897.00",387.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
PKI,PERKINELMER INC,Health Care,Equity,"132,772,077.90",0.04,"132,772,077.90","1,121,670.00",118.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"130,900,599.20",0.04,"130,900,599.20","2,903,740.00",45.08,United States,NASDAQ,USD,1,USD,-
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"130,806,051.20",0.04,"130,806,051.20","940,780.00",139.04,United States,Cboe BZX formerly known as BATS,USD,1,USD,-
J,JACOBS SOLUTIONS INC,Industrials,Equity,"130,811,867.11",0.04,"130,811,867.11","1,125,457.00",116.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
AES,AES CORP,Utilities,Equity,"130,679,734.97",0.04,"130,679,734.97","5,931,899.00",22.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTRS,NORTHERN TRUST CORP,Financials,Equity,"130,511,928.16",0.04,"130,511,928.16","1,850,708.00",70.52,United States,NASDAQ,USD,1,USD,-
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"129,983,917.14",0.04,"129,983,917.14","737,121.00",176.34,United States,NASDAQ,USD,1,USD,-
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"129,017,184.96",0.04,"129,017,184.96","985,767.00",130.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
RF,REGIONS FINANCIAL CORP,Financials,Equity,"128,719,558.72",0.04,"128,719,558.72","8,293,786.00",15.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
LKQ,LKQ CORP,Consumer Discretionary,Equity,"127,690,518.72",0.04,"127,690,518.72","2,254,423.00",56.64,United States,NASDAQ,USD,1,USD,-
EVRG,EVERGY INC,Utilities,Equity,"127,279,849.23",0.04,"127,279,849.23","2,038,761.00",62.43,United States,NASDAQ,USD,1,USD,-
MRO,MARATHON OIL CORP,Energy,Equity,"126,735,518.70",0.04,"126,735,518.70","5,640,210.00",22.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
TER,TERADYNE INC,Information Technology,Equity,"126,132,576.48",0.04,"126,132,576.48","1,383,336.00",91.18,United States,NASDAQ,USD,1,USD,-
BBY,BEST BUY CO INC,Consumer Discretionary,Equity,"125,271,258.20",0.04,"125,271,258.20","1,749,110.00",71.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"125,128,945.06",0.04,"125,128,945.06","3,450,881.00",36.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"125,134,973.18",0.04,"125,134,973.18","2,536,177.00",49.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"124,513,322.06",0.04,"124,513,322.06","573,847.00",216.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVY,AVERY DENNISON CORP,Materials,Equity,"123,927,075.10",0.04,"123,927,075.10","719,210.00",172.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
AXON,AXON ENTERPRISE INC,Industrials,Equity,"122,781,960.59",0.04,"122,781,960.59","600,122.00",204.6,United States,NASDAQ,USD,1,USD,-
FMC,FMC CORP,Materials,Equity,"122,501,044.50",0.04,"122,501,044.50","1,118,731.00",109.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
PTC,PTC INC,Information Technology,Equity,"122,418,160.80",0.04,"122,418,160.80","945,460.00",129.48,United States,NASDAQ,USD,1,USD,-
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"121,744,459.20",0.04,"121,744,459.20","2,229,752.00",54.6,United States,NASDAQ,USD,1,USD,-
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"121,644,939.84",0.04,"121,644,939.84","458,553.00",265.28,United States,NASDAQ,USD,1,USD,-
SNA,SNAP ON INC,Industrials,Equity,"120,787,529.13",0.04,"120,787,529.13","471,771.00",256.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTAP,NETAPP INC,Information Technology,Equity,"120,735,264.65",0.04,"120,735,264.65","1,914,913.00",63.05,United States,NASDAQ,USD,1,USD,-
POOL,POOL CORP,Consumer Discretionary,Equity,"120,743,428.96",0.04,"120,743,428.96","346,924.00",348.04,United States,NASDAQ,USD,1,USD,-
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"120,024,655.20",0.04,"120,024,655.20","1,396,935.00",85.92,United States,NASDAQ,USD,1,USD,-
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"119,780,708.34",0.04,"119,780,708.34","1,313,097.00",91.22,United States,NASDAQ,USD,1,USD,-
BG,BUNGE LTD,Consumer Staples,Equity,"119,708,143.98",0.04,"119,708,143.98","1,330,534.00",89.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
TXT,TEXTRON INC,Industrials,Equity,"119,476,801.38",0.04,"119,476,801.38","1,854,366.00",64.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"118,922,578.24",0.04,"118,922,578.24","12,814,933.00",9.28,United States,NASDAQ,USD,1,USD,-
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"118,834,300.72",0.04,"118,834,300.72","2,794,786.00",42.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"118,838,772.78",0.04,"118,838,772.78","510,783.00",232.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"117,064,441.82",0.04,"117,064,441.82","1,742,549.00",67.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
TECH,BIO TECHNE CORP,Health Care,Equity,"114,468,909.15",0.04,"114,468,909.15","1,397,155.00",81.93,United States,NASDAQ,USD,1,USD,-
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"113,621,660.60",0.04,"113,621,660.60","428,260.00",265.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
UDR,UDR REIT INC,Real Estate,Equity,"113,602,798.45",0.04,"113,602,798.45","2,747,347.00",41.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"108,788,376.58",0.04,"108,788,376.58","822,037.00",132.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOS,MOSAIC,Materials,Equity,"108,712,081.00",0.04,"108,712,081.00","3,023,980.00",35.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,"108,486,087.20",0.04,"108,486,087.20","4,374,439.00",24.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"108,513,294.63",0.04,"108,513,294.63","978,567.00",110.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
ETSY,ETSY INC,Consumer Discretionary,Equity,"107,596,057.80",0.04,"107,596,057.80","1,116,605.00",96.36,United States,NASDAQ,USD,1,USD,-
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"107,117,126.94",0.03,"107,117,126.94","6,353,329.00",16.86,United States,NASDAQ,USD,1,USD,-
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"106,700,288.00",0.03,"106,700,288.00","1,667,192.00",64,United States,New York Stock Exchange Inc.,USD,1,USD,-
WRB,WR BERKLEY CORP,Financials,Equity,"106,568,678.40",0.03,"106,568,678.40","1,809,930.00",58.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"106,418,667.16",0.03,"106,418,667.16","3,882,476.00",27.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"105,747,100.25",0.03,"105,747,100.25","1,314,445.00",80.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
INCY,INCYTE CORP,Health Care,Equity,"105,484,121.91",0.03,"105,484,121.91","1,643,823.00",64.17,United States,NASDAQ,USD,1,USD,-
MAS,MASCO CORP,Industrials,Equity,"105,216,155.44",0.03,"105,216,155.44","2,001,068.00",52.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"104,350,435.80",0.03,"104,350,435.80","1,624,890.00",64.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
TFX,TELEFLEX INC,Health Care,Equity,"104,051,066.49",0.03,"104,051,066.49","416,721.00",249.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"103,863,530.10",0.03,"103,863,530.10","1,045,957.00",99.3,United States,NASDAQ,USD,1,USD,-
EQT,EQT CORP,Energy,Equity,"103,836,956.30",0.03,"103,836,956.30","3,255,077.00",31.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"103,476,202.65",0.03,"103,476,202.65","2,568,285.00",40.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
NDSN,NORDSON CORP,Industrials,Equity,"103,271,466.72",0.03,"103,271,466.72","477,578.00",216.24,United States,NASDAQ,USD,1,USD,-
TRMB,TRIMBLE INC,Information Technology,Equity,"102,421,642.44",0.03,"102,421,642.44","2,191,306.00",46.74,United States,NASDAQ,USD,1,USD,-
PEAK,HEALTHPEAK PROPERTIES,Real Estate,Equity,"102,216,709.20",0.03,"102,216,709.20","4,848,990.00",21.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
NI,NISOURCE INC,Utilities,Equity,"101,423,505.92",0.03,"101,423,505.92","3,601,687.00",28.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
KMX,CARMAX INC,Consumer Discretionary,Equity,"101,279,900.70",0.03,"101,279,900.70","1,401,410.00",72.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
L,LOEWS CORP,Financials,Equity,"101,221,916.80",0.03,"101,221,916.80","1,733,252.00",58.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
VTRS,VIATRIS INC,Health Care,Equity,"100,854,355.68",0.03,"100,854,355.68","10,775,038.00",9.36,United States,NASDAQ,USD,1,USD,-
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"100,511,969.04",0.03,"100,511,969.04","648,548.00",154.98,United States,NASDAQ,USD,1,USD,-
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"100,222,549.25",0.03,"100,222,549.25","333,797.00",300.25,United States,NASDAQ,USD,1,USD,-
IP,INTERNATIONAL PAPER,Materials,Equity,"100,130,734.55",0.03,"100,130,734.55","3,159,695.00",31.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"98,914,860.00",0.03,"98,914,860.00","5,495,270.00",18,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"98,306,369.28",0.03,"98,306,369.28","1,264,228.00",77.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"97,939,962.70",0.03,"97,939,962.70","916,183.00",106.9,United States,NASDAQ,USD,1,USD,-
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,"96,929,370.40",0.03,"96,929,370.40","1,706,503.00",56.8,United States,NASDAQ,USD,1,USD,-
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"96,903,727.76",0.03,"96,903,727.76","1,779,356.00",54.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"96,543,603.78",0.03,"96,543,603.78","314,546.00",306.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"95,048,035.47",0.03,"95,048,035.47","1,214,361.00",78.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
APA,APA CORP,Energy,Equity,"94,314,917.28",0.03,"94,314,917.28","2,851,116.00",33.08,United States,NASDAQ,USD,1,USD,-
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"92,869,814.88",0.03,"92,869,814.88","2,080,417.00",44.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSIC,HENRY SCHEIN INC,Health Care,Equity,"92,657,646.13",0.03,"92,657,646.13","1,204,441.00",76.93,United States,NASDAQ,USD,1,USD,-
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"92,370,552.75",0.03,"92,370,552.75","2,837,805.00",32.55,United States,NASDAQ,USD,1,USD,-
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"91,004,999.68",0.03,"91,004,999.68","8,887,207.00",10.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
CE,CELANESE CORP,Materials,Equity,"89,549,475.22",0.03,"89,549,475.22","884,614.00",101.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"88,330,230.00",0.03,"88,330,230.00","451,240.00",195.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROL,ROLLINS INC,Industrials,Equity,"87,033,504.80",0.03,"87,033,504.80","2,052,677.00",42.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
GL,GLOBE LIFE INC,Financials,Equity,"86,678,067.20",0.03,"86,678,067.20","803,840.00",107.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
GEN,GEN DIGITAL INC,Information Technology,Equity,"86,563,208.16",0.03,"86,563,208.16","5,044,476.00",17.16,United States,NASDAQ,USD,1,USD,-
PNR,PENTAIR,Industrials,Equity,"85,559,910.30",0.03,"85,559,910.30","1,458,822.00",58.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALLE,ALLEGION PLC,Industrials,Equity,"84,815,826.72",0.03,"84,815,826.72","779,056.00",108.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"84,183,414.74",0.03,"84,183,414.74","2,093,594.00",40.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,"83,087,102.16",0.03,"83,087,102.16","2,872,998.00",28.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
EMN,EASTMAN CHEMICAL,Materials,Equity,"83,030,354.31",0.03,"83,030,354.31","1,053,551.00",78.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"82,963,518.80",0.03,"82,963,518.80","1,902,833.00",43.6,United States,NASDAQ,USD,1,USD,-
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"81,184,547.22",0.03,"81,184,547.22","5,770,046.00",14.07,United States,NASDAQ,USD,1,USD,-
FOXA,FOX CORP CLASS A,Communication,Equity,"80,939,602.16",0.03,"80,939,602.16","2,639,048.00",30.67,United States,NASDAQ,USD,1,USD,-
PNW,PINNACLE WEST CORP,Utilities,Equity,"80,828,023.12",0.03,"80,828,023.12","1,003,327.00",80.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
QRVO,QORVO INC,Information Technology,Equity,"80,219,859.20",0.03,"80,219,859.20","885,820.00",90.56,United States,NASDAQ,USD,1,USD,-
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"79,886,402.37",0.03,"79,886,402.37","1,365,813.00",58.49,United States,NASDAQ,USD,1,USD,-
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"79,675,389.64",0.03,"79,675,389.64","568,988.00",140.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
CDAY,CERIDIAN HCM HOLDING INC,Industrials,Equity,"78,681,807.12",0.03,"78,681,807.12","1,367,428.00",57.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTCH,MATCH GROUP INC,Communication,Equity,"78,519,536.90",0.03,"78,519,536.90","2,476,957.00",31.7,United States,NASDAQ,USD,1,USD,-
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,"78,123,537.83",0.03,"78,123,537.83","1,905,917.00",40.99,United States,NASDAQ,USD,1,USD,-
AOS,A O SMITH CORP,Industrials,Equity,"76,957,182.00",0.03,"76,957,182.00","1,125,105.00",68.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
KEY,KEYCORP,Financials,Equity,"75,238,057.26",0.02,"75,238,057.26","8,277,014.00",9.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
FFIV,F5 INC,Information Technology,Equity,"71,870,507.20",0.02,"71,870,507.20","533,164.00",134.8,United States,NASDAQ,USD,1,USD,-
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"69,664,058.56",0.02,"69,664,058.56","354,056.00",196.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"69,566,350.92",0.02,"69,566,350.92","190,938.00",364.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
HAS,HASBRO INC,Consumer Discretionary,Equity,"69,175,810.92",0.02,"69,175,810.92","1,152,546.00",60.02,United States,NASDAQ,USD,1,USD,-
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"68,974,335.15",0.02,"68,974,335.15","4,487,595.00",15.37,United States,NASDAQ,USD,1,USD,-
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"65,287,376.33",0.02,"65,287,376.33","2,025,671.00",32.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity,"65,250,962.49",0.02,"65,250,962.49","525,497.00",124.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
RHI,ROBERT HALF,Industrials,Equity,"64,135,502.20",0.02,"64,135,502.20","955,108.00",67.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,"63,999,380.52",0.02,"63,999,380.52","483,306.00",132.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
NRG,NRG ENERGY INC,Utilities,Equity,"63,417,358.40",0.02,"63,417,358.40","2,043,085.00",31.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
VFC,VF CORP,Consumer Discretionary,Equity,"63,068,680.08",0.02,"63,068,680.08","2,934,792.00",21.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"62,884,909.08",0.02,"62,884,909.08","561,673.00",111.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,"62,532,756.11",0.02,"62,532,756.11","1,265,077.00",49.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
WRK,WESTROCK,Materials,Equity,"62,374,881.26",0.02,"62,374,881.26","2,258,323.00",27.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
IVZ,INVESCO LTD,Financials,Equity,"62,112,219.40",0.02,"62,112,219.40","4,033,261.00",15.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"62,018,117.24",0.02,"62,018,117.24","2,529,287.00",24.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
AIZ,ASSURANT INC,Financials,Equity,"60,947,610.76",0.02,"60,947,610.76","471,293.00",129.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"58,988,541.60",0.02,"58,988,541.60","649,296.00",90.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWSA,NEWS CORP CLASS A,Communication,Equity,"56,827,612.80",0.02,"56,827,612.80","3,394,720.00",16.74,United States,NASDAQ,USD,1,USD,-
CTLT,CATALENT INC,Health Care,Equity,"54,603,447.21",0.02,"54,603,447.21","1,597,059.00",34.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
SEE,SEALED AIR CORP,Materials,Equity,"54,124,960.34",0.02,"54,124,960.34","1,282,886.00",42.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"51,114,586.22",0.02,"51,114,586.22","3,741,917.00",13.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALK,ALASKA AIR GROUP INC,Industrials,Equity,"48,654,119.85",0.02,"48,654,119.85","1,130,177.00",43.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
OGN,ORGANON,Health Care,Equity,"47,759,851.35",0.02,"47,759,851.35","2,258,149.00",21.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
DVA,DAVITA INC,Health Care,Equity,"46,715,788.90",0.02,"46,715,788.90","488,710.00",95.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
DXC,DXC TECHNOLOGY,Information Technology,Equity,"46,094,568.84",0.02,"46,094,568.84","2,018,151.00",22.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"45,755,883.68",0.01,"45,755,883.68","468,043.00",97.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"40,556,982.69",0.01,"40,556,982.69","365,477.00",110.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
CMA,COMERICA INC,Financials,Equity,"37,944,800.19",0.01,"37,944,800.19","1,161,457.00",32.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
UBFUT,CASH COLLATERAL USD UBFUT,Cash and/or Derivatives,Cash Collateral and Margins,"35,490,280.44",0.01,"35,490,280.44","35,490,280.00",100,United States,-,USD,1,USD,1-Oct-15
FOX,FOX CORP CLASS B,Communication,Equity,"34,365,731.84",0.01,"34,365,731.84","1,220,374.00",28.16,United States,NASDAQ,USD,1,USD,-
NWL,NEWELL BRANDS INC,Consumer Discretionary,Equity,"31,673,513.00",0.01,"31,673,513.00","3,334,054.00",9.5,United States,NASDAQ,USD,1,USD,-
ZION,ZIONS BANCORPORATION,Financials,Equity,"30,143,647.80",0.01,"30,143,647.80","1,329,085.00",22.68,United States,NASDAQ,USD,1,USD,-
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"27,214,231.64",0.01,"27,214,231.64","1,364,806.00",19.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWS,NEWS CORP CLASS B,Communication,Equity,"17,550,711.09",0.01,"17,550,711.09","1,042,823.00",16.83,United States,NASDAQ,USD,1,USD,-
DISH,DISH NETWORK CORP CLASS A,Communication,Equity,"13,859,177.01",0,"13,859,177.01","2,224,587.00",6.23,United States,NASDAQ,USD,1,USD,-
ESM3,S&P500 EMINI JUN 23,Cash and/or Derivatives,Futures,0,0,"719,147,812.50","3,471.00","4,143.75",-,Index And Options Market,USD,1,USD,-
 ,,,,,,,,,,,,,,
